0,0,0.836732
0,0.015873,0.84228
0,0.031746,0.825598
0,0.047619,0.808541
0,0.0634921,0.813273
0,0.0793651,0.797657
0,0.0952381,0.785495
0,0.111111,0.776939
0,0.126984,0.75412
0,0.142857,0.743989
0,0.15873,0.718471
0,0.174603,0.701752
0,0.190476,0.687173
0,0.206349,0.657413
0,0.222222,0.646596
0,0.238095,0.618319
0,0.253968,0.586984
0,0.269841,0.573504
0,0.285714,0.539283
0,0.301587,0.50497
0,0.31746,0.477901
0,0.333333,0.442449
0,0.349206,0.408969
0,0.365079,0.369172
0,0.380952,0.316781
0,0.396825,0.274596
0,0.412698,0.247201
0,0.428571,0.199352
0,0.444444,0.154006
0,0.460317,0.10349
0,0.47619,0.0760583
0,0.492063,0.0294308
0,0.507937,-0.0186162
0,0.52381,-0.0661537
0,0.539683,-0.110148
0,0.555556,-0.163459
0,0.571429,-0.200656
0,0.587302,-0.24307
0,0.603175,-0.281706
0,0.619048,-0.317203
0,0.634921,-0.355205
0,0.650794,-0.390713
0,0.666667,-0.426177
0,0.68254,-0.463697
0,0.698413,-0.501678
0,0.714286,-0.526392
0,0.730159,-0.557735
0,0.746032,-0.581968
0,0.761905,-0.611522
0,0.777778,-0.644482
0,0.793651,-0.672309
0,0.809524,-0.69007
0,0.825397,-0.715525
0,0.84127,-0.715833
0,0.857143,-0.742493
0,0.873016,-0.751586
0,0.888889,-0.777718
0,0.904762,-0.782123
0,0.920635,-0.799857
0,0.936508,-0.807119
0,0.952381,-0.825515
0,0.968254,-0.829628
0,0.984127,-0.835211
0,1,-0.84346
0.015873,0,0.862026
0.015873,0.015873,0.833387
0.015873,0.031746,0.817927
0.015873,0.047619,0.806247
0.015873,0.0634921,0.800348
0.015873,0.0793651,0.786281
0.015873,0.0952381,0.772615
0.015873,0.111111,0.757958
0.015873,0.126984,0.73833
0.015873,0.142857,0.721095
0.015873,0.15873,0.698761
0.015873,0.174603,0.678944
0.015873,0.190476,0.657551
0.015873,0.206349,0.631612
0.015873,0.222222,0.60911
0.015873,0.238095,0.579297
0.015873,0.253968,0.548984
0.015873,0.269841,0.520532
0.015873,0.285714,0.483628
0.015873,0.301587,0.446401
0.015873,0.31746,0.409002
0.015873,0.333333,0.367226
0.015873,0.349206,0.323723
0.015873,0.365079,0.276464
0.015873,0.380952,0.226859
0.015873,0.396825,0.18048
0.015873,0.412698,0.1344
0.015873,0.428571,0.0823809
0.015873,0.444444,0.0316563
0.015873,0.460317,-0.0186332
0.015873,0.47619,-0.0658708
0.015873,0.492063,-0.118039
0.015873,0.507937,-0.169631
0.015873,0.52381,-0.220144
0.015873,0.539683,-0.269298
0.015873,0.555556,-0.317724
0.015873,0.571429,-0.362116
0.015873,0.587302,-0.406065
0.015873,0.603175,-0.448007
0.015873,0.619048,-0.488357
0.015873,0.634921,-0.527441
0.015873,0.650794,-0.564489
0.015873,0.666667,-0.59972
0.015873,0.68254,-0.633013
0.015873,0.698413,-0.663839
0.015873,0.714286,-0.691687
0.015873,0.730159,-0.718515
0.015873,0.746032,-0.743092
0.015873,0.761905,-0.766341
0.015873,0.777778,-0.787633
0.015873,0.793651,-0.806242
0.015873,0.809524,-0.822394
0.015873,0.825397,-0.837328
0.015873,0.84127,-0.849851
0.015873,0.857143,-0.863082
0.015873,0.873016,-0.873993
0.015873,0.888889,-0.884205
0.015873,0.904762,-0.891492
